contig.name,length,accession,annotation,percent.identity,match.length,evalue,kingdom,virus,taxonomy.number,virus.name,taxonomy,taxonomy.pattern,P18,W3,W64,Y14,Y17,Y18,Y25,Y41,Y52,Y70,Y7
k141_457958,820,DAD64516.1,DAD64516.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],52.5,202,1.40E-52,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,216,0,51,244,12,0,0,254,0,0
k141_458440,2132,DAP41717.1,DAP41717.1 MAG TPA: Rad52/22 family double-strand break repair protein [Caudoviricetes sp.],77.4,155,1.11E-72,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,252,0,48,0,0,0,0,0
k141_45867,348,DAU01612.1,DAU01612.1 MAG TPA: DNA POLYMERASE [Caudoviricetes sp.],70.3,111,2.19E-49,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,0,74,0,0,0,0
k141_459490,348,DAI15734.1,DAI15734.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],59.3,108,4.71E-33,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,28,0,0,0,0,0,0,0,0,0,0
k141_459555,329,DAT49260.1,"DAT49260.1 MAG TPA: DNA directed RNA polymerase subunit, partial [Caudoviricetes sp.]",96.3,109,2.24E-63,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,2,0,0,7,1,0,0,0
k141_459708,365,DAM52866.1,DAM52866.1 MAG TPA: DNA polymerase I [Caudoviricetes sp.],38.3,107,7.71E-17,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,0,88,26,0,0,0
k141_45996,829,DAM98445.1,DAM98445.1 MAG TPA: major capsid protein [Caudoviricetes sp.],63.7,102,6.25E-31,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,52,0,0,0,0,0,0,0
k141_460267,570,DAJ83126.1,DAJ83126.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],50.9,112,1.33E-24,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,32,0,0,0,0,0,0,0,184,0,372
k141_460824,538,DAO61465.1,DAO61465.1 MAG TPA: DNA adenine methylase [Caudoviricetes sp.],86.1,72,1.52E-33,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,5199,719,599,1978,450,2132,1319,362,198,1689,459
k141_460854,385,DAU68912.1,DAU68912.1 MAG TPA: transcriptional regulator [Caudoviricetes sp.],44.9,127,2.43E-19,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,17,0,0,0,0,0,0,0
k141_461082,325,DAR25208.1,DAR25208.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],65.1,106,2.07E-32,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,252,326,0,0,4,0,0,0,95,0
k141_461498,728,DAO91212.1,DAO91212.1 MAG TPA: RNA dependent RNA polymerase [Caudoviricetes sp.],43.5,253,2.22E-41,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,54,0,0,0,0,0,0,0
k141_46172,599,DAN43930.1,DAN43930.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],34.8,178,7.50E-16,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,44,0,16,40,0,0,118,0
k141_461766,1055,DAN48570.1,"DAN48570.1 MAG TPA: ABC-type multidrug transport system, ATPase component [Caudoviricetes sp.]",59.8,246,4.18E-94,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,157,0,60,0,0,0,0,0
k141_462117,1153,DAV80494.1,DAV80494.1 MAG TPA: PD-(D/E)XK nuclease superfamily protein [Caudoviricetes sp.],49.6,230,4.06E-69,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,59,0,16,0,0,0,0,0
k141_462307,347,DAN48588.1,DAN48588.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],49.1,112,9.53E-29,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,30,0,4,0,0,0,0,0
k141_46259,1442,DAH62246.1,"DAH62246.1 MAG TPA: hypothetical protein, partial [Caudoviricetes sp.]",34.3,216,3.18E-22,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,31,0,24,88,82,0,0,0
k141_462765,970,DAQ63549.1,DAQ63549.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],41,156,2.03E-32,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,0,246,2,0,521,0
k141_463033,626,DAQ87466.1,DAQ87466.1 MAG TPA: Protein of unknown function (DUF2644) [Caudoviricetes sp.],51.5,99,5.44E-24,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,0,162,0,0,0,0
k141_463528,822,DAS78606.1,DAS78606.1 MAG TPA: protein of unknown function DUF2303 [Caudoviricetes sp.],62.9,259,7.90E-112,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,72,0,0,0,0,0,0,0
k141_463555,659,DAU06569.1,DAU06569.1 MAG TPA: tail sheath protein [Caudoviricetes sp.],43.6,172,1.66E-36,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,196,0,19,22,0,0,0,276,0,0
k141_463739,398,DAG29606.1,DAG29606.1 MAG TPA: major capsid protein [Caudoviricetes sp.],66.9,130,3.17E-54,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,14,0,0,0,0,0,0,0
k141_46392,315,DAH05713.1,DAH05713.1 MAG TPA: HNH endonuclease [Caudoviricetes sp.],72.5,102,3.53E-38,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,131,0,0,27,0,0,0,0,0,0,0
k141_46453,311,DAD64341.1,DAD64341.1 MAG TPA: TerD-like protein [Caudoviricetes sp.],52.9,104,7.08E-24,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,247,0,0,0,2,4,0,0,0,0
k141_464615,417,DAQ49033.1,DAQ49033.1 MAG TPA: Large Terminase [Caudoviricetes sp.],60.2,133,1.41E-47,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,26,0,0,2,46,2,0,0,0,0,0
k141_464825,1276,DAN59595.1,DAN59595.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],51.4,440,5.67E-127,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,209,70,10,0,0,0,0,0
k141_465270,588,DAX18683.1,DAX18683.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],53.4,193,8.25E-61,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,0,120,0,0,174,0
k141_465502,836,DAV16924.1,"DAV16924.1 MAG TPA: tail length tape measure protein, partial [Caudoviricetes sp.]",49.6,125,7.65E-29,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,36,0,0,0,0,0,0,0
k141_466242,869,DAJ88806.1,DAJ88806.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],33.6,223,2.24E-20,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,195,0,4,0,0,0,0,0
k141_46636,723,DAK04666.1,DAK04666.1 MAG TPA: Protein of unknown function (DUF2644) [Caudoviricetes sp.],87.3,79,3.45E-41,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,23,0,6,0,44,0,0,0
k141_467012,344,DAP13788.1,DAP13788.1 MAG TPA: Regulatory protein [Caudoviricetes sp.],77.3,75,2.93E-36,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,16,0,160,0,12,0,0,0
k141_467150,475,DAK42197.1,"DAK42197.1 MAG TPA: hypothetical protein, partial [Caudoviricetes sp.]",49.4,87,1.73E-19,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,31,0,0,0,0,0,0,0
k141_467472,3233,DAQ87416.1,DAQ87416.1 MAG TPA: DNA polymerase accessory protein sliding clamp [Caudoviricetes sp.],67.1,316,1.75E-136,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,30,412,0,0,0,0,2170,0,0,0,260
k141_467503,360,DAT02826.1,DAT02826.1 MAG TPA: Endodeoxyribonuclease RusA [Caudoviricetes sp.],55.4,121,1.22E-39,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,0,0,48,0,0,0
k141_467545,794,DAS25052.1,DAS25052.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],72,50,7.17E-16,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,18,0,0,492,0,6,0,0,0,0,0
k141_468211,386,DAN47108.1,DAN47108.1 MAG TPA: putative transcriptional regulator [Caudoviricetes sp.],66.7,42,2.20E-11,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,230,0,36,0,0,0,0,0,0,0
k141_468774,333,DAR99431.1,DAR99431.1 MAG TPA: major capsid protein [Caudoviricetes sp.],46.4,110,3.05E-18,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,0,90,0,0,0,0
k141_46885,1060,DAS19183.1,DAS19183.1 MAG TPA: DNA helix destabilizing protein [Caudoviricetes sp.],69.1,178,1.41E-89,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,173,0,12,8,0,0,0,0
k141_469940,762,DAX52410.1,DAX52410.1 MAG TPA: tail tape measure protein [Caudoviricetes sp.],51.4,253,2.88E-63,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,10,0,10,0,0,0,0,0
k141_470348,420,DAN76851.1,DAN76851.1 MAG TPA: putative ATPase [Caudoviricetes sp.],72.6,135,7.35E-53,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,104,0,8,0,0,0,0,0,0,410
k141_470413,371,DAK95911.1,DAK95911.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],68.4,57,8.49E-16,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,260,0,0,0,0,0,79,254,1012,232
k141_470606,516,DAJ61575.1,DAJ61575.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],83.5,91,5.23E-47,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,24,0,0,0,0,0,0,0
k141_470846,2333,DAM39215.1,DAM39215.1 MAG TPA: Integrase [Caudoviricetes sp.],58.9,348,8.03E-133,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,489,0,0,0,0,0,0,0
k141_470931,446,DAX96559.1,DAX96559.1 MAG TPA: minor capsid protein [Caudoviricetes sp.],45.9,133,1.66E-27,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,4,54,8,0,0,0
k141_47144,472,DAU43333.1,DAU43333.1 MAG TPA: DNA ligase-like protein [Caudoviricetes sp.],66.2,148,5.60E-65,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,35,0,0,0,0,0
k141_471474,302,DAY16239.1,DAY16239.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],47,100,5.79E-24,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,12,0,0,0,0,0,0,0
k141_471557,596,DAQ65837.1,DAQ65837.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],59.8,117,1.87E-45,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,0,24,305,0,0,0
k141_471956,3581,DAT19884.1,DAT19884.1 MAG TPA: protein of unknown function (DUF1768) [Caudoviricetes sp.],42.5,174,3.67E-32,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,40,66,7952,2495,0,0,0
k141_471993,531,DAJ28459.1,DAJ28459.1 MAG TPA: Protein of unknown function (DUF2800) [Caudoviricetes sp.],66.7,72,6.86E-20,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,14,0,4,20,0,0,0,0
k141_472147,489,DAJ28547.1,DAJ28547.1 MAG TPA: Protein recA [Caudoviricetes sp.],71.6,95,1.65E-41,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,4,0,18,42,3,0,252,0
k141_472282,347,DAV82003.1,DAV82003.1 MAG TPA: transposase [Caudoviricetes sp.],38.7,111,7.95E-12,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,0,18,6,0,0,0
k141_472339,6308,DAP72493.1,DAP72493.1 MAG TPA: dsDNA helicase [Caudoviricetes sp.],46.3,967,1.36E-258,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,846,8,0,2,172,8348,0,2921,710
k141_472395,2370,DAP74966.1,DAP74966.1 MAG TPA: Abi-like protein [Caudoviricetes sp.],70.5,352,2.89E-168,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,100,0,600,372,50,224,872,152
k141_472657,772,DAS96205.1,DAS96205.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],72,232,4.07E-105,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,10,0,2,0,8,0,0,0
k141_473157,1120,DAY21758.1,DAY21758.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],52.7,224,5.17E-69,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,289,0,15,736,2610,0,0,0
k141_473206,342,DAJ48413.1,DAJ48413.1 MAG TPA: Structural protein [Caudoviricetes sp.],51,98,9.63E-21,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,0,32,2,0,0,0
k141_473702,326,DAO89346.1,DAO89346.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],71.7,53,3.99E-14,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,0,0,0,0,0,356
k141_473936,870,DAN31243.1,DAN31243.1 MAG TPA: Cas system-associated protein [Caudoviricetes sp.],68.2,173,1.49E-73,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,282,0,0,0,0,0,0,0
k141_473952,422,DAJ25811.1,DAJ25811.1 MAG TPA: tail sheath protein [Caudoviricetes sp.],50.6,83,2.77E-16,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,4,0,0,32,28,0,0,0
k141_475037,811,DAS89196.1,DAS89196.1 MAG TPA: LolA [Caudoviricetes sp.],62.8,137,7.06E-48,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,20,32,0,274,90,50,418,200,25,57,210
k141_475110,792,DAO76321.1,DAO76321.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],59,105,1.43E-37,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,14,0,0,0,53,0,0,0
k141_475333,344,DAS58173.1,DAS58173.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],72.9,96,1.52E-44,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,12,0,0,0,0,0,0,0
k141_476093,465,DAO02595.1,DAO02595.1 MAG TPA: DNA POLYMERASE [Caudoviricetes sp.],70.7,58,2.31E-21,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,68,0,0,8,0,244,0
